308650.00,2003.00,2124.00,3.00,1.00,0.67,1.00
393650.00,1967.00,3663.00,4.00,1.00,1.28,2.00
301950.00,1992.00,2104.00,6.00,3.00,1.09,0.00
384600.00,1992.00,2915.00,3.00,2.50,0.99,0.00
600500.00,1998.00,4159.00,2.00,2.00,1.11,1.00
441600.00,1989.00,3063.00,6.00,2.50,1.31,1.00
343500.00,1987.00,2723.00,4.00,2.50,1.17,0.00
611500.00,2019.00,3176.00,4.00,2.00,1.34,3.00
443000.00,1992.00,2990.00,5.00,1.00,1.30,3.00
346250.00,1982.00,2945.00,4.00,1.50,0.80,1.00
371500.00,1982.00,2727.00,6.00,2.00,0.83,3.00
624500.00,1998.00,4365.00,2.00,1.50,1.15,1.00
316250.00,1995.00,2409.00,5.00,1.00,0.66,0.00
417450.00,1992.00,2719.00,6.00,1.50,1.14,3.00
333950.00,1990.00,2488.00,3.00,2.00,1.05,2.00
404800.00,1997.00,2557.00,6.00,1.50,1.25,2.00
295050.00,1988.00,2270.00,5.00,3.00,0.97,0.00
685900.00,2004.00,4379.00,4.00,2.50,0.77,1.00
513100.00,1987.00,3831.00,2.00,1.00,1.23,3.00
295350.00,1970.00,2774.00,2.00,3.00,0.95,3.00
448000.00,1975.00,3831.00,2.00,1.50,1.39,2.00
599700.00,2003.00,3899.00,5.00,2.00,0.99,0.00
264950.00,1988.00,1977.00,4.00,2.50,1.06,2.00
410700.00,1995.00,2605.00,6.00,2.50,0.83,2.00
532300.00,1978.00,4412.00,2.00,1.50,1.20,1.00
517850.00,1987.00,3825.00,3.00,3.00,0.94,1.00
518100.00,1992.00,3342.00,6.00,2.00,1.12,3.00
205000.00,1987.00,2059.00,2.00,1.50,0.91,0.00
396700.00,1999.00,2770.00,2.00,1.50,0.58,2.00
474850.00,2004.00,3029.00,4.00,1.00,0.70,2.00
308450.00,1989.00,2737.00,2.00,1.00,0.86,0.00
285700.00,1999.00,1975.00,2.00,2.00,0.63,2.00
293500.00,1993.00,2283.00,2.00,2.00,1.07,1.00
367750.00,1991.00,2445.00,6.00,2.50,0.90,2.00
526850.00,2008.00,3033.00,6.00,2.50,0.96,1.00
253200.00,1995.00,1421.00,6.00,2.50,1.17,3.00
487900.00,1993.00,3756.00,2.00,1.00,1.30,0.00
417100.00,2000.00,2480.00,6.00,1.00,1.34,3.00
401800.00,1991.00,2883.00,6.00,1.50,0.79,1.00
271200.00,1987.00,2218.00,4.00,1.00,0.90,2.00
346750.00,1986.00,2552.00,4.00,2.00,0.93,3.00
335500.00,2002.00,1773.00,5.00,3.00,0.97,3.00
398800.00,1992.00,2806.00,4.00,2.00,0.86,2.00
276800.00,1993.00,1908.00,6.00,2.00,1.04,1.00
634350.00,1984.00,4664.00,4.00,3.00,0.65,1.00
445550.00,1998.00,3210.00,2.00,2.50,0.77,0.00
415100.00,1984.00,3326.00,3.00,1.00,1.08,2.00
498300.00,1986.00,3495.00,6.00,2.00,1.27,2.00
391500.00,1992.00,2444.00,6.00,3.00,0.66,3.00
498500.00,1999.00,2983.00,6.00,2.00,1.07,3.00
477300.00,1994.00,3182.00,5.00,2.00,1.00,2.00
264950.00,2002.00,1392.00,6.00,2.00,1.41,2.00
516500.00,2000.00,3349.00,4.00,1.00,1.61,2.00
345950.00,1992.00,2581.00,2.00,3.00,0.92,1.00
546100.00,1991.00,3667.00,3.00,3.00,1.07,3.00
431700.00,2000.00,2846.00,5.00,2.00,1.32,0.00
179800.00,1980.00,1712.00,4.00,1.50,0.70,3.00
462850.00,1999.00,3359.00,2.00,2.00,0.60,0.00
540650.00,2002.00,3225.00,6.00,1.50,0.96,3.00
398900.00,1999.00,2600.00,3.00,1.00,1.26,3.00
521300.00,2001.00,3443.00,2.00,1.00,0.99,3.00
378200.00,2004.00,2594.00,2.00,1.00,0.94,1.00
473950.00,2011.00,2550.00,5.00,1.50,0.93,3.00
364400.00,1993.00,2478.00,3.00,3.00,1.18,2.00
293050.00,1984.00,2524.00,5.00,1.50,1.13,0.00
115700.00,1982.00,1549.00,4.00,1.00,0.89,0.00
303500.00,1995.00,2075.00,5.00,3.00,1.15,0.00
414350.00,1989.00,3001.00,5.00,2.50,0.78,1.00
501700.00,1995.00,3632.00,4.00,1.50,0.96,0.00
385100.00,1999.00,2364.00,6.00,2.50,1.20,1.00
627050.00,2002.00,4047.00,3.00,1.50,0.50,3.00
523600.00,1995.00,3406.00,4.00,2.50,0.68,3.00
379750.00,1983.00,3040.00,4.00,3.00,1.25,0.00
311850.00,1985.00,2616.00,2.00,1.50,1.13,2.00
578200.00,1986.00,4495.00,4.00,1.00,0.93,0.00
374200.00,1994.00,2297.00,6.00,2.50,0.81,3.00
462650.00,1983.00,3854.00,2.00,1.00,0.97,1.00
655850.00,2004.00,4165.00,5.00,2.00,0.74,1.00
435850.00,1984.00,3330.00,5.00,1.50,0.59,2.00
377900.00,1997.00,2550.00,4.00,1.50,0.86,2.00
452450.00,2007.00,2891.00,2.00,2.00,0.92,1.00
434600.00,2004.00,2598.00,5.00,3.00,0.66,1.00
437750.00,1985.00,3285.00,4.00,2.00,1.00,2.00
231400.00,1981.00,1767.00,5.00,3.00,1.09,3.00
437350.00,1993.00,2981.00,2.00,2.50,1.18,3.00
541100.00,1996.00,3370.00,6.00,3.00,1.04,2.00
501050.00,2002.00,3221.00,6.00,1.00,0.86,1.00
444400.00,1973.00,3839.00,3.00,2.50,1.07,1.00
593350.00,1999.00,3614.00,5.00,3.00,0.75,3.00
305300.00,2004.00,2093.00,2.00,2.00,1.09,0.00
421200.00,1984.00,3297.00,4.00,3.00,1.11,0.00
246900.00,1976.00,2425.00,5.00,1.00,1.21,1.00
345450.00,1988.00,2852.00,2.00,1.00,1.51,1.00
391900.00,1993.00,3017.00,2.00,1.00,1.29,1.00
417700.00,1989.00,3269.00,4.00,1.00,1.49,0.00
463150.00,1994.00,2955.00,6.00,2.50,1.16,2.00
606900.00,2010.00,3780.00,3.00,2.00,0.66,1.00
350650.00,1980.00,3167.00,4.00,1.00,1.04,0.00
347450.00,1990.00,2463.00,3.00,3.00,1.20,2.00
363750.00,1988.00,2891.00,5.00,1.50,0.84,0.00
376700.00,1984.00,2824.00,3.00,3.00,0.54,3.00
536400.00,2005.00,3272.00,4.00,1.00,1.04,3.00
136200.00,1993.00,1099.00,4.00,1.00,1.09,2.00
310950.00,1988.00,2390.00,2.00,2.00,0.83,3.00
446850.00,2006.00,2667.00,5.00,2.00,1.12,1.00
401900.00,1990.00,2977.00,3.00,1.50,1.19,2.00
483450.00,2000.00,3015.00,5.00,2.00,1.08,2.00
441950.00,2001.00,3053.00,2.00,2.50,1.10,0.00
501350.00,2017.00,2805.00,3.00,2.00,1.04,1.00
684750.00,2003.00,4093.00,5.00,3.00,0.72,3.00
481000.00,1994.00,3072.00,6.00,2.50,1.18,2.00
